participant_id,trial_num,start_position,rule_change_info,path1_start_stim,path1_middle_stim,path1_end_stim,path2_start_stim,path2_middle_stim,path2_end_stim,path1_final_pain,path2_final_pain,optimal_choice
55,1,1,no,stimuli/banane.png,stimuli/zèbre.png,stimuli/violon.png,stimuli/ciseau.png,stimuli/lunette.png,stimuli/face.png,None,High,path_1
55,2,3,no,stimuli/violon.png,stimuli/banane.png,stimuli/zèbre.png,stimuli/face.png,stimuli/ciseau.png,stimuli/lunette.png,Low,None,path_2
55,3,3,no,stimuli/violon.png,stimuli/banane.png,stimuli/zèbre.png,stimuli/face.png,stimuli/ciseau.png,stimuli/lunette.png,Low,None,path_2
55,4,3,no,stimuli/violon.png,stimuli/banane.png,stimuli/zèbre.png,stimuli/face.png,stimuli/ciseau.png,stimuli/lunette.png,Low,None,path_2
55,5,2,no,stimuli/zèbre.png,stimuli/violon.png,stimuli/banane.png,stimuli/lunette.png,stimuli/face.png,stimuli/ciseau.png,High,Low,path_2
55,6,3,no,stimuli/violon.png,stimuli/banane.png,stimuli/zèbre.png,stimuli/face.png,stimuli/ciseau.png,stimuli/lunette.png,Low,None,path_2
55,7,3,no,stimuli/violon.png,stimuli/banane.png,stimuli/zèbre.png,stimuli/face.png,stimuli/ciseau.png,stimuli/lunette.png,Low,None,path_2
55,8,3,no,stimuli/violon.png,stimuli/banane.png,stimuli/zèbre.png,stimuli/face.png,stimuli/ciseau.png,stimuli/lunette.png,Low,None,path_2
55,9,1,no,stimuli/banane.png,stimuli/zèbre.png,stimuli/violon.png,stimuli/ciseau.png,stimuli/lunette.png,stimuli/face.png,None,High,path_1
55,10,1,no,stimuli/banane.png,stimuli/zèbre.png,stimuli/violon.png,stimuli/ciseau.png,stimuli/lunette.png,stimuli/face.png,None,High,path_1
55,11,1,no,stimuli/banane.png,stimuli/zèbre.png,stimuli/violon.png,stimuli/ciseau.png,stimuli/lunette.png,stimuli/face.png,None,High,path_1
55,12,2,no,stimuli/zèbre.png,stimuli/violon.png,stimuli/banane.png,stimuli/lunette.png,stimuli/face.png,stimuli/ciseau.png,High,Low,path_2
55,13,1,no,stimuli/banane.png,stimuli/zèbre.png,stimuli/violon.png,stimuli/ciseau.png,stimuli/lunette.png,stimuli/face.png,None,High,path_1
55,14,1,no,stimuli/banane.png,stimuli/zèbre.png,stimuli/violon.png,stimuli/ciseau.png,stimuli/lunette.png,stimuli/face.png,None,High,path_1
55,15,3,no,stimuli/violon.png,stimuli/banane.png,stimuli/zèbre.png,stimuli/face.png,stimuli/ciseau.png,stimuli/lunette.png,Low,None,path_2
55,16,2,no,stimuli/zèbre.png,stimuli/violon.png,stimuli/banane.png,stimuli/lunette.png,stimuli/face.png,stimuli/ciseau.png,High,Low,path_2
55,17,2,no,stimuli/zèbre.png,stimuli/violon.png,stimuli/banane.png,stimuli/lunette.png,stimuli/face.png,stimuli/ciseau.png,High,Low,path_2
55,18,1,no,stimuli/banane.png,stimuli/zèbre.png,stimuli/violon.png,stimuli/ciseau.png,stimuli/lunette.png,stimuli/face.png,None,High,path_1
55,19,3,no,stimuli/violon.png,stimuli/banane.png,stimuli/zèbre.png,stimuli/face.png,stimuli/ciseau.png,stimuli/lunette.png,Low,None,path_2
55,20,3,no,stimuli/violon.png,stimuli/banane.png,stimuli/zèbre.png,stimuli/face.png,stimuli/ciseau.png,stimuli/lunette.png,Low,None,path_2
55,21,3,yes,stimuli/violon.png,stimuli/banane.png,stimuli/zèbre.png,stimuli/face.png,stimuli/ciseau.png,stimuli/lunette.png,None,High,path_1
55,22,3,yes,stimuli/violon.png,stimuli/banane.png,stimuli/zèbre.png,stimuli/face.png,stimuli/ciseau.png,stimuli/lunette.png,None,High,path_1
55,23,3,no,stimuli/violon.png,stimuli/banane.png,stimuli/zèbre.png,stimuli/face.png,stimuli/ciseau.png,stimuli/lunette.png,Low,None,path_2
55,24,1,no,stimuli/banane.png,stimuli/zèbre.png,stimuli/violon.png,stimuli/ciseau.png,stimuli/lunette.png,stimuli/face.png,None,High,path_1
55,25,1,no,stimuli/banane.png,stimuli/zèbre.png,stimuli/violon.png,stimuli/ciseau.png,stimuli/lunette.png,stimuli/face.png,None,High,path_1
55,26,2,no,stimuli/zèbre.png,stimuli/violon.png,stimuli/banane.png,stimuli/lunette.png,stimuli/face.png,stimuli/ciseau.png,High,Low,path_2
55,27,1,yes,stimuli/banane.png,stimuli/zèbre.png,stimuli/violon.png,stimuli/ciseau.png,stimuli/lunette.png,stimuli/face.png,High,Low,path_2
55,28,1,no,stimuli/banane.png,stimuli/zèbre.png,stimuli/violon.png,stimuli/ciseau.png,stimuli/lunette.png,stimuli/face.png,None,High,path_1
