participant_id,trial_num,start_position,rule_change_info,path1_start_stim,path1_middle_stim,path1_end_stim,path2_start_stim,path2_middle_stim,path2_end_stim,path1_final_pain,path2_final_pain,optimal_choice
89,1,3,no,stimuli/violon.png,stimuli/lunette.png,stimuli/face.png,stimuli/banane.png,stimuli/zèbre.png,stimuli/ciseau.png,Low,None,path_2
89,2,2,no,stimuli/face.png,stimuli/violon.png,stimuli/lunette.png,stimuli/ciseau.png,stimuli/banane.png,stimuli/zèbre.png,High,Low,path_2
89,3,2,no,stimuli/face.png,stimuli/violon.png,stimuli/lunette.png,stimuli/ciseau.png,stimuli/banane.png,stimuli/zèbre.png,High,Low,path_2
89,4,3,no,stimuli/violon.png,stimuli/lunette.png,stimuli/face.png,stimuli/banane.png,stimuli/zèbre.png,stimuli/ciseau.png,Low,None,path_2
89,5,1,no,stimuli/lunette.png,stimuli/face.png,stimuli/violon.png,stimuli/zèbre.png,stimuli/ciseau.png,stimuli/banane.png,None,High,path_1
89,6,1,no,stimuli/lunette.png,stimuli/face.png,stimuli/violon.png,stimuli/zèbre.png,stimuli/ciseau.png,stimuli/banane.png,None,High,path_1
89,7,3,no,stimuli/violon.png,stimuli/lunette.png,stimuli/face.png,stimuli/banane.png,stimuli/zèbre.png,stimuli/ciseau.png,Low,None,path_2
89,8,3,no,stimuli/violon.png,stimuli/lunette.png,stimuli/face.png,stimuli/banane.png,stimuli/zèbre.png,stimuli/ciseau.png,Low,None,path_2
89,9,3,no,stimuli/violon.png,stimuli/lunette.png,stimuli/face.png,stimuli/banane.png,stimuli/zèbre.png,stimuli/ciseau.png,Low,None,path_2
89,10,1,no,stimuli/lunette.png,stimuli/face.png,stimuli/violon.png,stimuli/zèbre.png,stimuli/ciseau.png,stimuli/banane.png,None,High,path_1
89,11,1,no,stimuli/lunette.png,stimuli/face.png,stimuli/violon.png,stimuli/zèbre.png,stimuli/ciseau.png,stimuli/banane.png,None,High,path_1
