participant_id,trial_num,start_position,rule_change_info,path1_start_stim,path1_middle_stim,path1_end_stim,path2_start_stim,path2_middle_stim,path2_end_stim,path1_final_pain,path2_final_pain,optimal_choice
66,1,2,no,stimuli/violon.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/ciseau.png,stimuli/face.png,stimuli/lunette.png,High,Low,path_2
66,2,2,no,stimuli/violon.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/ciseau.png,stimuli/face.png,stimuli/lunette.png,High,Low,path_2
66,3,1,no,stimuli/banane.png,stimuli/violon.png,stimuli/zèbre.png,stimuli/lunette.png,stimuli/ciseau.png,stimuli/face.png,None,High,path_1
66,4,3,no,stimuli/zèbre.png,stimuli/banane.png,stimuli/violon.png,stimuli/face.png,stimuli/lunette.png,stimuli/ciseau.png,Low,None,path_2
66,5,3,no,stimuli/zèbre.png,stimuli/banane.png,stimuli/violon.png,stimuli/face.png,stimuli/lunette.png,stimuli/ciseau.png,Low,None,path_2
66,6,3,no,stimuli/zèbre.png,stimuli/banane.png,stimuli/violon.png,stimuli/face.png,stimuli/lunette.png,stimuli/ciseau.png,Low,None,path_2
66,7,1,no,stimuli/banane.png,stimuli/violon.png,stimuli/zèbre.png,stimuli/lunette.png,stimuli/ciseau.png,stimuli/face.png,None,High,path_1
66,8,3,no,stimuli/zèbre.png,stimuli/banane.png,stimuli/violon.png,stimuli/face.png,stimuli/lunette.png,stimuli/ciseau.png,Low,None,path_2
66,9,3,no,stimuli/zèbre.png,stimuli/banane.png,stimuli/violon.png,stimuli/face.png,stimuli/lunette.png,stimuli/ciseau.png,Low,None,path_2
66,10,1,no,stimuli/banane.png,stimuli/violon.png,stimuli/zèbre.png,stimuli/lunette.png,stimuli/ciseau.png,stimuli/face.png,None,High,path_1
66,11,2,no,stimuli/violon.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/ciseau.png,stimuli/face.png,stimuli/lunette.png,High,Low,path_2
66,12,3,no,stimuli/zèbre.png,stimuli/banane.png,stimuli/violon.png,stimuli/face.png,stimuli/lunette.png,stimuli/ciseau.png,Low,None,path_2
66,13,1,no,stimuli/banane.png,stimuli/violon.png,stimuli/zèbre.png,stimuli/lunette.png,stimuli/ciseau.png,stimuli/face.png,None,High,path_1
66,14,1,no,stimuli/banane.png,stimuli/violon.png,stimuli/zèbre.png,stimuli/lunette.png,stimuli/ciseau.png,stimuli/face.png,None,High,path_1
66,15,2,no,stimuli/violon.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/ciseau.png,stimuli/face.png,stimuli/lunette.png,High,Low,path_2
66,16,2,no,stimuli/violon.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/ciseau.png,stimuli/face.png,stimuli/lunette.png,High,Low,path_2
66,17,1,no,stimuli/banane.png,stimuli/violon.png,stimuli/zèbre.png,stimuli/lunette.png,stimuli/ciseau.png,stimuli/face.png,None,High,path_1
66,18,2,no,stimuli/violon.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/ciseau.png,stimuli/face.png,stimuli/lunette.png,High,Low,path_2
66,19,1,no,stimuli/banane.png,stimuli/violon.png,stimuli/zèbre.png,stimuli/lunette.png,stimuli/ciseau.png,stimuli/face.png,None,High,path_1
66,20,1,no,stimuli/banane.png,stimuli/violon.png,stimuli/zèbre.png,stimuli/lunette.png,stimuli/ciseau.png,stimuli/face.png,None,High,path_1
66,21,2,no,stimuli/violon.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/ciseau.png,stimuli/face.png,stimuli/lunette.png,High,Low,path_2
66,22,1,no,stimuli/banane.png,stimuli/violon.png,stimuli/zèbre.png,stimuli/lunette.png,stimuli/ciseau.png,stimuli/face.png,None,High,path_1
66,23,2,yes,stimuli/violon.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/ciseau.png,stimuli/face.png,stimuli/lunette.png,Low,None,path_2
66,24,2,yes,stimuli/violon.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/ciseau.png,stimuli/face.png,stimuli/lunette.png,Low,None,path_2
66,25,2,yes,stimuli/violon.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/ciseau.png,stimuli/face.png,stimuli/lunette.png,Low,None,path_2
66,26,3,yes,stimuli/zèbre.png,stimuli/banane.png,stimuli/violon.png,stimuli/face.png,stimuli/lunette.png,stimuli/ciseau.png,None,High,path_1
66,27,3,no,stimuli/zèbre.png,stimuli/banane.png,stimuli/violon.png,stimuli/face.png,stimuli/lunette.png,stimuli/ciseau.png,Low,None,path_2
66,28,3,yes,stimuli/zèbre.png,stimuli/banane.png,stimuli/violon.png,stimuli/face.png,stimuli/lunette.png,stimuli/ciseau.png,None,High,path_1
66,29,1,yes,stimuli/banane.png,stimuli/violon.png,stimuli/zèbre.png,stimuli/lunette.png,stimuli/ciseau.png,stimuli/face.png,High,Low,path_2
66,30,1,yes,stimuli/banane.png,stimuli/violon.png,stimuli/zèbre.png,stimuli/lunette.png,stimuli/ciseau.png,stimuli/face.png,High,Low,path_2
66,31,3,no,stimuli/zèbre.png,stimuli/banane.png,stimuli/violon.png,stimuli/face.png,stimuli/lunette.png,stimuli/ciseau.png,Low,None,path_2
66,32,1,yes,stimuli/banane.png,stimuli/violon.png,stimuli/zèbre.png,stimuli/lunette.png,stimuli/ciseau.png,stimuli/face.png,High,Low,path_2
66,33,2,yes,stimuli/violon.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/ciseau.png,stimuli/face.png,stimuli/lunette.png,Low,None,path_2
66,34,2,no,stimuli/violon.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/ciseau.png,stimuli/face.png,stimuli/lunette.png,High,Low,path_2
66,35,2,no,stimuli/violon.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/ciseau.png,stimuli/face.png,stimuli/lunette.png,High,Low,path_2
66,36,2,no,stimuli/violon.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/ciseau.png,stimuli/face.png,stimuli/lunette.png,High,Low,path_2
66,37,3,no,stimuli/zèbre.png,stimuli/banane.png,stimuli/violon.png,stimuli/face.png,stimuli/lunette.png,stimuli/ciseau.png,Low,None,path_2
66,38,3,yes,stimuli/zèbre.png,stimuli/banane.png,stimuli/violon.png,stimuli/face.png,stimuli/lunette.png,stimuli/ciseau.png,None,High,path_1
66,39,1,yes,stimuli/banane.png,stimuli/violon.png,stimuli/zèbre.png,stimuli/lunette.png,stimuli/ciseau.png,stimuli/face.png,High,Low,path_2
66,40,3,no,stimuli/zèbre.png,stimuli/banane.png,stimuli/violon.png,stimuli/face.png,stimuli/lunette.png,stimuli/ciseau.png,Low,None,path_2
66,41,1,no,stimuli/banane.png,stimuli/violon.png,stimuli/zèbre.png,stimuli/lunette.png,stimuli/ciseau.png,stimuli/face.png,None,High,path_1
66,42,1,no,stimuli/banane.png,stimuli/violon.png,stimuli/zèbre.png,stimuli/lunette.png,stimuli/ciseau.png,stimuli/face.png,None,High,path_1
66,43,3,yes,stimuli/zèbre.png,stimuli/banane.png,stimuli/violon.png,stimuli/face.png,stimuli/lunette.png,stimuli/ciseau.png,None,High,path_1
