participant_id,trial_num,start_position,rule_change_info,path1_start_stim,path1_middle_stim,path1_end_stim,path2_start_stim,path2_middle_stim,path2_end_stim,path1_final_pain,path2_final_pain,optimal_choice
69,1,2,no,stimuli/zèbre.png,stimuli/banane.png,stimuli/lunette.png,stimuli/violon.png,stimuli/ciseau.png,stimuli/face.png,High,Low,path_2
69,2,1,no,stimuli/lunette.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/face.png,stimuli/violon.png,stimuli/ciseau.png,None,High,path_1
69,3,2,no,stimuli/zèbre.png,stimuli/banane.png,stimuli/lunette.png,stimuli/violon.png,stimuli/ciseau.png,stimuli/face.png,High,Low,path_2
69,4,2,no,stimuli/zèbre.png,stimuli/banane.png,stimuli/lunette.png,stimuli/violon.png,stimuli/ciseau.png,stimuli/face.png,High,Low,path_2
69,5,3,no,stimuli/banane.png,stimuli/lunette.png,stimuli/zèbre.png,stimuli/ciseau.png,stimuli/face.png,stimuli/violon.png,Low,None,path_2
69,6,1,no,stimuli/lunette.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/face.png,stimuli/violon.png,stimuli/ciseau.png,None,High,path_1
69,7,1,no,stimuli/lunette.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/face.png,stimuli/violon.png,stimuli/ciseau.png,None,High,path_1
69,8,2,no,stimuli/zèbre.png,stimuli/banane.png,stimuli/lunette.png,stimuli/violon.png,stimuli/ciseau.png,stimuli/face.png,High,Low,path_2
69,9,2,no,stimuli/zèbre.png,stimuli/banane.png,stimuli/lunette.png,stimuli/violon.png,stimuli/ciseau.png,stimuli/face.png,High,Low,path_2
69,10,3,no,stimuli/banane.png,stimuli/lunette.png,stimuli/zèbre.png,stimuli/ciseau.png,stimuli/face.png,stimuli/violon.png,Low,None,path_2
69,11,3,no,stimuli/banane.png,stimuli/lunette.png,stimuli/zèbre.png,stimuli/ciseau.png,stimuli/face.png,stimuli/violon.png,Low,None,path_2
