image_file,presented_word,is_match,blank_duration,iti_duration
stimuli/banane.png,banane,match,1.33,1.49
stimuli/lunette.png,banane,mismatch,1.42,2.74
stimuli/zèbre.png,zèbre,match,1.78,2.86
stimuli/lunette.png,lunette,match,1.36,1.26
stimuli/zèbre.png,face,mismatch,1.02,2.07
stimuli/ciseau.png,face,mismatch,1.89,2.04
stimuli/violon.png,violon,match,1.9,2.1
stimuli/ciseau.png,ciseau,match,1.38,1.96
stimuli/violon.png,zèbre,mismatch,1.76,1.94
stimuli/violon.png,banane,mismatch,1.78,2.39
stimuli/ciseau.png,ciseau,match,1.72,2.51
stimuli/violon.png,face,mismatch,1.13,2.6
stimuli/banane.png,violon,mismatch,1.92,1.49
stimuli/banane.png,banane,match,1.99,1.19
stimuli/face.png,zèbre,mismatch,1.59,2.81
stimuli/banane.png,face,mismatch,1.42,2.6
stimuli/lunette.png,lunette,match,1.91,1.83
stimuli/ciseau.png,banane,mismatch,1.87,1.02
stimuli/violon.png,ciseau,mismatch,1.89,1.24
stimuli/zèbre.png,zèbre,match,1.52,2.45
stimuli/zèbre.png,zèbre,match,1.22,1.7
stimuli/banane.png,zèbre,mismatch,1.22,1.32
stimuli/lunette.png,face,mismatch,1.02,1.69
stimuli/banane.png,banane,match,1.42,1.97
stimuli/lunette.png,lunette,match,1.24,2.92
stimuli/violon.png,ciseau,mismatch,1.12,1.12
stimuli/ciseau.png,ciseau,match,1.77,2.73
stimuli/banane.png,banane,match,1.98,1.88
stimuli/ciseau.png,zèbre,mismatch,1.95,2.01
stimuli/lunette.png,face,mismatch,1.15,1.89
stimuli/face.png,face,match,1.81,1.37
stimuli/zèbre.png,violon,mismatch,1.64,1.22
stimuli/lunette.png,ciseau,mismatch,1.19,1.93
stimuli/zèbre.png,zèbre,match,1.61,2.97
stimuli/violon.png,zèbre,mismatch,1.14,2.63
stimuli/violon.png,violon,match,1.62,1.35
stimuli/banane.png,banane,match,1.5,2.79
stimuli/lunette.png,face,mismatch,1.97,2.48
stimuli/face.png,face,match,1.17,2.53
stimuli/lunette.png,lunette,match,1.68,2.8
stimuli/lunette.png,violon,mismatch,1.53,2.6
stimuli/violon.png,face,mismatch,1.76,2.02
stimuli/zèbre.png,zèbre,match,1.19,2.6
stimuli/ciseau.png,ciseau,match,1.73,1.67
stimuli/face.png,violon,mismatch,1.41,1.92
stimuli/zèbre.png,violon,mismatch,1.43,2.97
stimuli/violon.png,violon,match,1.25,1.98
stimuli/violon.png,violon,match,1.23,1.45
stimuli/ciseau.png,lunette,mismatch,1.13,2.14
stimuli/violon.png,violon,match,1.68,2.76
stimuli/lunette.png,zèbre,mismatch,1.62,2.33
stimuli/face.png,violon,mismatch,1.99,1.37
stimuli/face.png,face,match,1.53,1.34
stimuli/zèbre.png,zèbre,match,1.47,1.13
stimuli/lunette.png,ciseau,mismatch,1.83,2.93
stimuli/lunette.png,lunette,match,1.3,2.58
stimuli/banane.png,banane,match,1.82,1.97
stimuli/ciseau.png,face,mismatch,1.16,1.77
stimuli/zèbre.png,zèbre,match,1.3,2.58
stimuli/face.png,face,match,2.0,1.35
stimuli/banane.png,face,mismatch,1.58,2.46
stimuli/banane.png,banane,match,1.56,1.38
stimuli/lunette.png,lunette,match,1.38,2.73
stimuli/lunette.png,banane,mismatch,1.09,1.92
stimuli/face.png,face,match,1.34,2.3
stimuli/violon.png,lunette,mismatch,1.86,2.73
stimuli/face.png,face,match,1.25,2.11
stimuli/lunette.png,face,mismatch,1.14,2.22
stimuli/face.png,lunette,mismatch,1.59,2.71
stimuli/face.png,face,match,1.07,2.65
stimuli/banane.png,face,mismatch,1.68,2.22
stimuli/violon.png,violon,match,1.2,2.9
stimuli/lunette.png,lunette,match,1.37,2.66
stimuli/banane.png,face,mismatch,1.64,1.87
stimuli/banane.png,lunette,mismatch,1.99,1.1
stimuli/zèbre.png,zèbre,match,1.27,1.52
stimuli/banane.png,violon,mismatch,1.71,2.56
stimuli/banane.png,banane,match,1.02,2.34
stimuli/face.png,zèbre,mismatch,1.31,1.93
stimuli/violon.png,violon,match,1.6,1.87
stimuli/lunette.png,zèbre,mismatch,1.07,2.11
stimuli/ciseau.png,ciseau,match,1.29,2.51
stimuli/banane.png,banane,match,1.92,2.67
stimuli/violon.png,ciseau,mismatch,1.87,1.99
stimuli/zèbre.png,violon,mismatch,1.15,1.93
stimuli/lunette.png,lunette,match,1.31,2.76
stimuli/lunette.png,banane,mismatch,1.9,2.5
stimuli/ciseau.png,ciseau,match,1.26,1.15
stimuli/face.png,violon,mismatch,1.82,1.3
stimuli/banane.png,banane,match,1.75,2.44
stimuli/zèbre.png,zèbre,match,1.22,2.86
stimuli/zèbre.png,banane,mismatch,1.59,1.98
stimuli/violon.png,violon,match,1.03,1.96
stimuli/violon.png,violon,match,1.96,1.43
stimuli/face.png,ciseau,mismatch,1.84,2.48
stimuli/violon.png,violon,match,1.5,1.46
stimuli/face.png,lunette,mismatch,1.19,2.68
stimuli/zèbre.png,zèbre,match,1.16,1.81
stimuli/violon.png,face,mismatch,1.5,1.49
stimuli/lunette.png,banane,mismatch,1.98,2.3
stimuli/face.png,face,match,1.25,2.22
stimuli/zèbre.png,banane,mismatch,1.19,1.82
stimuli/ciseau.png,ciseau,match,1.78,1.3
stimuli/violon.png,ciseau,mismatch,1.0,1.47
