image_file,presented_word,is_match,blank_duration,iti_duration
stimuli/lunette.png,lunette,match,1.78,2.2
stimuli/banane.png,banane,match,1.6,1.89
stimuli/face.png,zèbre,mismatch,1.12,2.86
stimuli/face.png,ciseau,mismatch,1.57,1.02
stimuli/banane.png,banane,match,1.11,2.18
stimuli/lunette.png,lunette,match,1.59,1.57
stimuli/face.png,violon,mismatch,1.83,2.92
stimuli/violon.png,violon,match,1.66,2.39
stimuli/banane.png,zèbre,mismatch,1.1,1.67
stimuli/violon.png,banane,mismatch,1.12,1.16
stimuli/zèbre.png,zèbre,match,1.19,2.8
stimuli/face.png,face,match,1.17,2.21
stimuli/banane.png,face,mismatch,1.38,1.92
stimuli/ciseau.png,banane,mismatch,1.97,1.31
stimuli/banane.png,banane,match,1.32,2.11
stimuli/violon.png,violon,match,1.9,2.39
stimuli/face.png,violon,mismatch,1.7,2.51
stimuli/banane.png,violon,mismatch,1.35,2.12
stimuli/lunette.png,lunette,match,1.54,1.54
stimuli/face.png,zèbre,mismatch,1.69,1.99
stimuli/violon.png,ciseau,mismatch,1.78,1.61
stimuli/zèbre.png,zèbre,match,1.3,1.99
stimuli/zèbre.png,banane,mismatch,1.19,1.04
stimuli/ciseau.png,banane,mismatch,1.94,2.5
stimuli/lunette.png,lunette,match,1.13,1.82
stimuli/ciseau.png,ciseau,match,1.4,2.68
stimuli/violon.png,ciseau,mismatch,1.88,2.77
stimuli/violon.png,banane,mismatch,1.92,2.42
stimuli/ciseau.png,ciseau,match,1.29,2.05
stimuli/zèbre.png,zèbre,match,1.52,2.97
stimuli/banane.png,lunette,mismatch,1.33,1.74
stimuli/face.png,face,match,1.79,2.73
stimuli/zèbre.png,zèbre,match,2.0,2.5
stimuli/violon.png,ciseau,mismatch,1.26,1.99
stimuli/violon.png,violon,match,1.93,1.21
stimuli/zèbre.png,zèbre,match,1.81,1.68
stimuli/banane.png,ciseau,mismatch,1.62,1.79
stimuli/lunette.png,violon,mismatch,1.74,2.06
stimuli/banane.png,banane,match,1.62,2.9
stimuli/violon.png,violon,match,1.63,1.25
stimuli/ciseau.png,face,mismatch,1.84,1.3
stimuli/face.png,face,match,1.37,1.08
stimuli/lunette.png,lunette,match,1.73,1.47
stimuli/face.png,lunette,mismatch,1.72,1.3
stimuli/lunette.png,lunette,match,1.11,2.98
stimuli/ciseau.png,violon,mismatch,1.5,2.7
stimuli/banane.png,lunette,mismatch,1.3,1.56
stimuli/face.png,face,match,1.72,1.25
stimuli/ciseau.png,violon,mismatch,1.1,2.31
stimuli/face.png,face,match,1.32,2.1
stimuli/lunette.png,lunette,match,1.83,1.84
stimuli/violon.png,lunette,mismatch,1.68,2.88
stimuli/lunette.png,lunette,match,1.06,1.85
stimuli/zèbre.png,banane,mismatch,1.64,1.84
stimuli/banane.png,lunette,mismatch,1.71,2.6
stimuli/ciseau.png,ciseau,match,1.99,1.92
stimuli/face.png,lunette,mismatch,1.94,2.51
stimuli/violon.png,violon,match,1.35,2.78
stimuli/ciseau.png,zèbre,mismatch,1.42,2.65
stimuli/banane.png,banane,match,1.83,1.76
stimuli/zèbre.png,zèbre,match,1.55,2.46
stimuli/banane.png,zèbre,mismatch,1.87,2.4
stimuli/violon.png,violon,match,1.53,2.96
stimuli/ciseau.png,lunette,mismatch,1.08,1.93
stimuli/zèbre.png,banane,mismatch,1.83,1.19
stimuli/violon.png,violon,match,1.86,2.08
stimuli/face.png,face,match,1.89,1.43
stimuli/ciseau.png,zèbre,mismatch,1.47,1.81
stimuli/violon.png,zèbre,mismatch,1.47,1.56
stimuli/violon.png,violon,match,1.92,2.19
stimuli/lunette.png,ciseau,mismatch,1.33,1.41
stimuli/banane.png,banane,match,1.24,2.7
stimuli/violon.png,lunette,mismatch,1.32,2.41
stimuli/zèbre.png,zèbre,match,1.23,1.89
stimuli/violon.png,lunette,mismatch,1.08,1.91
stimuli/banane.png,banane,match,1.58,2.13
stimuli/violon.png,zèbre,mismatch,1.26,2.7
stimuli/face.png,lunette,mismatch,1.49,2.16
stimuli/banane.png,banane,match,1.2,1.37
stimuli/lunette.png,violon,mismatch,1.66,2.79
stimuli/violon.png,zèbre,mismatch,1.21,2.58
stimuli/ciseau.png,ciseau,match,1.36,1.85
stimuli/face.png,face,match,1.31,2.39
stimuli/violon.png,ciseau,mismatch,1.99,2.17
stimuli/ciseau.png,banane,mismatch,1.27,1.38
stimuli/face.png,face,match,1.33,2.83
stimuli/zèbre.png,zèbre,match,1.81,2.88
stimuli/lunette.png,banane,mismatch,1.17,2.29
stimuli/zèbre.png,ciseau,mismatch,1.81,2.34
stimuli/zèbre.png,zèbre,match,1.02,1.17
stimuli/face.png,banane,mismatch,1.21,2.76
stimuli/violon.png,violon,match,1.3,2.27
stimuli/banane.png,zèbre,mismatch,1.71,2.54
stimuli/violon.png,ciseau,mismatch,1.29,1.26
stimuli/banane.png,banane,match,1.7,2.04
stimuli/violon.png,violon,match,1.36,1.79
stimuli/zèbre.png,face,mismatch,1.73,2.82
stimuli/zèbre.png,lunette,mismatch,2.0,1.14
stimuli/ciseau.png,ciseau,match,1.91,2.67
stimuli/banane.png,violon,mismatch,1.85,1.21
stimuli/zèbre.png,zèbre,match,1.03,2.89
stimuli/banane.png,banane,match,1.12,1.32
stimuli/lunette.png,zèbre,mismatch,1.98,3.0
stimuli/lunette.png,lunette,match,1.43,1.88
stimuli/violon.png,zèbre,mismatch,1.84,1.55
stimuli/zèbre.png,zèbre,match,1.9,2.77
stimuli/banane.png,violon,mismatch,1.07,2.03
stimuli/face.png,face,match,1.68,1.19
stimuli/banane.png,banane,match,1.99,2.78
stimuli/ciseau.png,violon,mismatch,1.67,1.56
stimuli/ciseau.png,face,mismatch,1.14,1.86
stimuli/lunette.png,lunette,match,1.7,1.96
stimuli/face.png,face,match,1.27,1.97
stimuli/banane.png,lunette,mismatch,1.19,2.65
stimuli/violon.png,violon,match,1.69,1.22
stimuli/face.png,face,match,1.09,1.25
stimuli/face.png,ciseau,mismatch,1.29,2.4
stimuli/zèbre.png,zèbre,match,1.75,1.51
stimuli/face.png,banane,mismatch,1.06,1.23
stimuli/violon.png,violon,match,1.59,1.59
stimuli/ciseau.png,banane,mismatch,1.51,2.01
stimuli/zèbre.png,face,mismatch,1.47,1.06
stimuli/face.png,face,match,1.52,1.07
stimuli/violon.png,ciseau,mismatch,1.81,1.08
stimuli/violon.png,ciseau,mismatch,1.32,2.03
stimuli/ciseau.png,ciseau,match,1.93,1.1
stimuli/lunette.png,zèbre,mismatch,1.41,2.67
stimuli/ciseau.png,lunette,mismatch,1.76,2.04
stimuli/violon.png,violon,match,1.53,2.47
stimuli/ciseau.png,face,mismatch,1.83,1.03
stimuli/lunette.png,zèbre,mismatch,1.5,2.18
stimuli/face.png,face,match,1.15,1.96
stimuli/ciseau.png,lunette,mismatch,1.11,1.42
stimuli/face.png,ciseau,mismatch,1.48,2.09
stimuli/zèbre.png,zèbre,match,1.8,1.98
stimuli/violon.png,ciseau,mismatch,1.59,1.7
stimuli/violon.png,violon,match,1.44,1.13
stimuli/face.png,face,match,1.09,1.06
stimuli/lunette.png,banane,mismatch,1.01,1.36
stimuli/ciseau.png,lunette,mismatch,1.5,2.83
stimuli/zèbre.png,zèbre,match,1.1,2.89
stimuli/banane.png,face,mismatch,1.86,1.52
stimuli/zèbre.png,violon,mismatch,1.43,1.59
stimuli/banane.png,banane,match,1.48,2.02
stimuli/zèbre.png,violon,mismatch,1.79,2.66
stimuli/banane.png,face,mismatch,1.3,1.63
stimuli/banane.png,banane,match,1.24,2.9
stimuli/ciseau.png,ciseau,match,1.78,2.04
stimuli/violon.png,ciseau,mismatch,1.96,1.66
stimuli/lunette.png,violon,mismatch,1.85,1.99
stimuli/lunette.png,lunette,match,1.61,2.74
stimuli/zèbre.png,violon,mismatch,1.37,2.6
stimuli/ciseau.png,ciseau,match,1.92,2.28
stimuli/zèbre.png,zèbre,match,1.04,1.22
stimuli/face.png,lunette,mismatch,1.78,1.18
stimuli/zèbre.png,zèbre,match,1.64,1.6
stimuli/zèbre.png,zèbre,match,1.44,1.32
stimuli/violon.png,face,mismatch,1.42,2.66
stimuli/ciseau.png,ciseau,match,1.25,2.02
stimuli/violon.png,ciseau,mismatch,1.89,1.1
stimuli/violon.png,violon,match,1.76,2.69
stimuli/zèbre.png,ciseau,mismatch,1.68,1.73
stimuli/lunette.png,face,mismatch,1.78,1.54
stimuli/ciseau.png,ciseau,match,1.85,2.49
stimuli/ciseau.png,ciseau,match,1.23,1.51
stimuli/face.png,lunette,mismatch,1.62,1.89
stimuli/zèbre.png,ciseau,mismatch,1.07,1.17
stimuli/banane.png,banane,match,1.36,1.14
stimuli/banane.png,violon,mismatch,1.98,2.86
stimuli/face.png,face,match,1.41,2.66
stimuli/violon.png,violon,match,1.72,2.04
stimuli/zèbre.png,ciseau,mismatch,1.21,2.82
stimuli/violon.png,face,mismatch,1.01,1.28
stimuli/violon.png,violon,match,1.32,1.66
stimuli/zèbre.png,zèbre,match,1.3,1.33
stimuli/violon.png,lunette,mismatch,1.4,1.75
stimuli/face.png,lunette,mismatch,1.54,1.59
stimuli/face.png,face,match,1.06,2.58
stimuli/banane.png,lunette,mismatch,1.49,1.52
stimuli/zèbre.png,zèbre,match,1.2,1.72
stimuli/face.png,banane,mismatch,1.54,2.41
stimuli/lunette.png,violon,mismatch,1.16,1.54
stimuli/face.png,face,match,1.44,1.82
stimuli/zèbre.png,banane,mismatch,1.02,1.85
stimuli/face.png,face,match,1.63,2.86
stimuli/banane.png,banane,match,1.57,2.62
stimuli/lunette.png,zèbre,mismatch,1.56,1.22
stimuli/violon.png,violon,match,1.74,2.57
stimuli/violon.png,violon,match,1.58,1.04
stimuli/lunette.png,face,mismatch,1.27,1.87
stimuli/lunette.png,face,mismatch,1.5,2.69
stimuli/zèbre.png,zèbre,match,1.3,1.29
stimuli/violon.png,violon,match,1.6,2.83
stimuli/ciseau.png,face,mismatch,1.88,2.31
stimuli/banane.png,banane,match,1.2,1.78
stimuli/violon.png,lunette,mismatch,1.95,1.04
stimuli/lunette.png,lunette,match,1.5,1.7
stimuli/face.png,ciseau,mismatch,1.55,1.69
stimuli/ciseau.png,banane,mismatch,1.25,1.67
stimuli/banane.png,banane,match,1.61,2.38
stimuli/ciseau.png,ciseau,match,1.31,1.94
stimuli/zèbre.png,ciseau,mismatch,1.09,2.35
stimuli/lunette.png,lunette,match,1.18,2.56
stimuli/face.png,violon,mismatch,1.38,2.84
stimuli/ciseau.png,ciseau,match,1.64,2.01
stimuli/face.png,banane,mismatch,1.89,1.41
stimuli/ciseau.png,ciseau,match,1.07,2.35
stimuli/zèbre.png,lunette,mismatch,1.7,1.31
stimuli/ciseau.png,ciseau,match,1.45,1.9
stimuli/zèbre.png,violon,mismatch,1.26,1.9
stimuli/violon.png,ciseau,mismatch,1.11,1.89
stimuli/face.png,face,match,1.4,2.3
stimuli/ciseau.png,ciseau,match,1.61,2.46
stimuli/lunette.png,banane,mismatch,1.74,2.63
stimuli/banane.png,banane,match,1.55,1.92
stimuli/face.png,face,match,1.8,2.14
stimuli/lunette.png,ciseau,mismatch,1.2,2.05
stimuli/zèbre.png,zèbre,match,1.37,2.31
stimuli/lunette.png,ciseau,mismatch,1.13,1.44
stimuli/violon.png,lunette,mismatch,1.84,2.69
stimuli/violon.png,violon,match,1.63,2.15
stimuli/ciseau.png,banane,mismatch,1.72,1.35
stimuli/zèbre.png,zèbre,match,1.78,1.2
stimuli/zèbre.png,zèbre,match,1.59,2.98
stimuli/lunette.png,violon,mismatch,1.64,2.7
stimuli/face.png,face,match,1.66,2.51
